id,name,investor,total_scale_area,operating_time,start_year,price,building_density,address,address_code,ward_commune,district,city,type_ward,type_district,type_city,city_code,economic_zone,latitude,longitude
1,Khu công nghiệp Trà Nóc I - Cần Thơ,TRANOCI-IP-CT,135ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%)," Phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ",31162,Phường Phước Thới,Quận Ô Môn,Thành phố Cần Thơ,Phường,Quận,Thành phố,92,ĐỒNG BẰNG SÔNG CỬU LONG,10.0982908,105.7148263
2,Khu công nghiệp Sông Hậu 2,SONGHAU2-IP-HAUGIANG,390 ha, , ,0 USD/m2 Giá chưa bao gồm VAT,70 (%)," thị trấn Mái Đầm, huyện Châu Thành, tỉnh Hậu Giang",31381,Thị trấn Mái Dầm,Huyện Châu Thành,Tỉnh Hậu Giang,Thị trấn,Huyện,Tỉnh,93,ĐỒNG BẰNG SÔNG CỬU LONG,9.9460454,105.8712142
3,Khu công nghiệp Texhong Hải Hà,Công ty TNHH KCN Texhong Việt Nam,660ha ,2064,2014,70 USD/m2 Giá chưa bao gồm VAT,60 (%),"huyện Hải Hà, tỉnh Quảng Ninh",06952,Xã Quảng Phong,Huyện Hải Hà,Tỉnh Quảng Ninh,Xã,Huyện,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,21.42685865,107.71849145536592
3, , , , , , , ,"huyện Hải Hà, tỉnh Quảng Ninh",06967,Xã Cái Chiên,Huyện Hải Hà,Tỉnh Quảng Ninh,Xã,Huyện,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,21.42685865,107.71849145536592
3, , , , , , , ,"huyện Hải Hà, tỉnh Quảng Ninh",06922,Thị trấn Quảng Hà,Huyện Hải Hà,Tỉnh Quảng Ninh,Thị trấn,Huyện,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,21.42685865,107.71849145536592
3, , , , , , , ,"huyện Hải Hà, tỉnh Quảng Ninh",06922,Thị trấn Quảng Hà,Huyện Hải Hà,Tỉnh Quảng Ninh,Thị trấn,Huyện,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,21.42685865,107.71849145536592
3, , , , , , , ,"huyện Hải Hà, tỉnh Quảng Ninh",06922,Thị trấn Quảng Hà,Huyện Hải Hà,Tỉnh Quảng Ninh,Thị trấn,Huyện,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,21.42685865,107.71849145536592
4,Khu công nghiệp Tân Bình - Thành phố Hồ Chí Minh,TANBINH-IP-HCM,128.7ha, ,1997,80 USD/m2 Chưa bao gồm VAT,60 (%),"108 Tây Thạnh, Phường 15, Quận Tân Bình, thành phố Hồ Chí Minh",27007,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,Phường,Quận,Thành phố,79,ĐÔNG NAM BỘ,10.820460950000001,106.6308112
5,Khu công nghiệp Lý Thường Kiệt,Công ty CP Phát triển KCN Số 1 VIDIFI,300 ha, ,2010,80 USD/m2 Chưa bao gồm VAT,60 (%),"118 Phạm Ngũ Lão, phường Quang Trung, thành phố Hưng Yên, tỉnh Hưng Yên",11959,Phường Quang Trung,Thành phố Hưng Yên,Tỉnh Hưng Yên,Phường,Thành phố,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
6,Khu công nghiệp Hòa Bình 2 - Kon Tum,HOABINH 2 - IP - KT,70ha, ,2020,0 USD/m2 Chưa bao gồm VAT,60 (%),"304 đường Phạm văn Đồng, phường Nguyễn Trãi, thành phố Kon Tum, tỉnh Kon Tum",23305,Phường Nguyễn Trãi,Thành phố Kon Tum,Tỉnh Kon Tum,Phường,Thành phố,Tỉnh,62,TÂY NGUYÊN,,
7,Khu công nghiệp Hòa Bình - Kon Tum,HOABINH - IP - KT,60ha, ,2008,19 USD/m2 Chưa bao gồm VAT,60 (%),"304 đường Phạm văn Đồng, phường Nguyễn Trãi, thành phố Kon Tum, tỉnh Kon Tum",23305,Phường Nguyễn Trãi,Thành phố Kon Tum,Tỉnh Kon Tum,Phường,Thành phố,Tỉnh,62,TÂY NGUYÊN,,
8,Khu công nghiệp Vĩnh Lộc - Thành phố Hồ Chí Minh,VINHLOC-IP-HCM,207ha, ,1997,100 USD/m2 Chưa bao gồm VAT,60 (%),"A59/I đường số 7, KCN Vĩnh Lộc, phường Bình Hưng Hòa B, quận Bình Tân, thành phố Hồ Chí Minh, Việt Nam",27442,Phường Bình Hưng Hòa B,Quận Bình Tân,Thành phố Hồ Chí Minh,Phường,Quận,Thành phố,79,ĐÔNG NAM BỘ,,
9,Khu công nghiệp Tân Trường - Hải Dương,TANTRUONG-IP-HD,"192,06ha", ,2010,80 USD/m2 Chưa bao gồm VAT,60 (%),"AH14, Tân Trường, Cẩm Giàng, Hải Dương",10930,Xã Tân Trường,Huyện Cẩm Giàng,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,20.926142900000002,106.22655976789159
10,Khu công nghiệp Phước Đông - Long An,CAUPHUOC-IP-LA,127.93ha, ,2009,60 USD/m2 Chưa bao gồm VAT,60 (%),"Ấp 5, xã Phước Đông, Cần Đước, tỉnh Long An",28150,Xã Phước Đông,Huyện Cần Đước,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.4894888,106.6215494
11,Khu công nghiệp Trần Đề - Tỉnh Sóc Trăng,TRANDE -IP-ST,160ha,2069,2020,80 USD/m2 Giá thuê chưa bao gồm VAT,70 (%),"Ấp Ngan Rô 1, thị trấn Trần Đề, huyện Trần Đề, tỉnh Sóc Trăng",31673,Thị trấn Trần Đề,Huyện Trần Đề,Tỉnh Sóc Trăng,Thị trấn,Huyện,Tỉnh,94,ĐỒNG BẰNG SÔNG CỬU LONG,,
12,Khu công nghiệp Ninh Quới - Tỉnh Bạc Liêu,NINHQUOI-IP-BL,257ha, , ,0 USD/m2 Giá thuê chưa bao gồm VAT,60 (%),"Ấp Ninh Lợi, xã Ninh Quới A, huyện Hồng Dân, tỉnh Bạc Liêu",31849,Xã Ninh Quới A,Huyện Hồng Dân,Tỉnh Bạc Liêu,Xã,Huyện,Tỉnh,95,ĐỒNG BẰNG SÔNG CỬU LONG,,
13,Khu công nghiệp Đức Hòa III Mười Đây - Long An,DUCHOAIIIMUOIDAY-IP-LA,137ha, ,2010,60 USD/m2 Chưa bao gồm VAT,60 (%),"Ấp Tràm Lạc, xã Mỹ Hạnh Bắc, huyện Đức Hoà, tỉnh Long An",27964,Xã Mỹ Hạnh Bắc,Huyện Đức Hòa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,,
14,Khu công nghiệp Long Đức - Trà Vinh,LONGDUC-IP-TV,100.6ha, , ,50 USD/m2 Chưa bao gồm VAT,60 (%),"Ấp Vĩnh Hưng, xã Long Đức, thị xã Trà Vinh, tỉnh Trà Vinh",29263,Xã Long Đức,Thành phố Trà Vinh,Tỉnh Trà Vinh,Xã,Thành phố,Tỉnh,84,ĐỒNG BẰNG SÔNG CỬU LONG,,
15,Khu công nghiệp Phố Nối A,Công ty Quản lý khai thác KCN Phố Nối A,596 ha,2054,2004,130 USD/m2 Giá chưa bao gồm VAT,60 (%),"Các huyện Yên Mỹ, Văn Lâm và thị xã Mỹ Hào, tỉnh Hưng Yên",12007,Xã Minh Hải,Huyện Văn Lâm,Tỉnh Hưng Yên,Xã,Huyện,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
15,, , , , , , ,"Các huyện Yên Mỹ, Văn Lâm và thị xã Mỹ Hào, tỉnh Hưng Yên",12016,Xã Lạc Hồng,Huyện Văn Lâm,Tỉnh Hưng Yên,Xã,Huyện,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
15,, , , , , , ,"Các huyện Yên Mỹ, Văn Lâm và thị xã Mỹ Hào, tỉnh Hưng Yên",12103,Phường Bần Yên Nhân,Thị xã Mỹ Hào,Tỉnh Hưng Yên,Phường,Thị xã,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
16,Khu công nghiệp Sa Đéc - Tỉnh Đồng Tháp,SADEC-IP-DT,132ha,2051,2001,35 USD/m2 Giá thuê chưa bao gồm VAT,60 (%),"các phường Tân Quy Đông, xã Tân Khánh Đông và phường An Hòa, thành phố Sa Đéc, tỉnh Đồng Tháp",29917,Xã Tân Khánh Đông,Thành phố Sa Đéc,Tỉnh Đồng Tháp,Xã,Thành phố,Tỉnh,87,ĐỒNG BẰNG SÔNG CỬU LONG,,
16,,,, , ,,,"các phường Tân Quy Đông, xã Tân Khánh Đông và phường An Hòa, thành phố Sa Đéc, tỉnh Đồng Tháp",29917,Phường Tân Quy Đông,Thành phố Sa Đéc,Tỉnh Đồng Tháp,Phường,Thành phố,Tỉnh,87,ĐỒNG BẰNG SÔNG CỬU LONG,,
16,, , , , , , ,"các phường Tân Quy Đông, xã Tân Khánh Đông và phường An Hòa, thành phố Sa Đéc, tỉnh Đồng Tháp",29919,Phường An Hòa,Thành phố Sa Đéc,Tỉnh Đồng Tháp,Phường,Thành phố,Tỉnh,87,ĐỒNG BẰNG SÔNG CỬU LONG,,
17,Khu công nghiệp Đông Anh,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (Vinaconex),"299,45 ha",2074,1999,0 USD/m2,0 (%),"Các xã Nguyên Khê, Xuân Nộn, Thụy Lâm, Liên Hà và thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",00457,Xã Xuân Nộn,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
17,, , , , , , ,"Các xã Nguyên Khê, Xuân Nộn, Thụy Lâm, Liên Hà và thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",00460,Xã Thụy Lâm,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
17,,,, , ,,,"Các xã Nguyên Khê, Xuân Nộn, Thụy Lâm, Liên Hà và thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",00466,Xã Nguyên Khê,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
17,, , , , , , ,"Các xã Nguyên Khê, Xuân Nộn, Thụy Lâm, Liên Hà và thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",00484,Xã Liên Hà,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
17,, , , , , , ,"Các xã Nguyên Khê, Xuân Nộn, Thụy Lâm, Liên Hà và thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",00454,Thị trấn Đông Anh,Huyện Đông Anh,Thành phố Hà Nội,Thị trấn,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
18,Khu công nghiệp dệt may và công nghiệp hỗ trợ TMTC - Tây Ninh,TMTC-IP-TN,108ha,2064,2014,95 USD/m2 giá chưa bao gồm VAT,65 (%),huyện Bến Cầu tỉnh Tây Ninh,25699,Xã Lợi Thuận,Huyện Bến Cầu,Tỉnh Tây Ninh,Xã,Huyện,Tỉnh,72,ĐÔNG NAM BỘ,11.1304318,106.14042316508406
19,Khu công nghiệp Nam Bình Xuyên,Công ty TNHH Nam Bình Xuyên Green Park,"295,7 ha",2071,2021,100 USD/m2 Giá chưa bao gồm VAT,60 (%),"Huyện Bình Xuyên, tỉnh Vĩnh Phúc",08965,Xã Tân Phong,Huyện Bình Xuyên,Tỉnh Vĩnh Phúc,Xã,Huyện,Tỉnh,26,ĐỒNG BẰNG SÔNG HỒNG,21.328893700000002,105.66287085362845
19,,,, , ,,,"Huyện Bình Xuyên, tỉnh Vĩnh Phúc",05797,Xã Phú Xuyên,Huyện Đại Từ,Tỉnh Thái Nguyên,Xã,Huyện,Tỉnh,19,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,21.328893700000002,105.66287085362845
20,Khu công nghiệp VSIP Hải Dương,Công ty TNHH VSIP Hải Dương,150 ha,2058,2008,125 USD/m2 Giá chưa bao gồm VAT,60 (%),"Huyện Cẩm Giàng, tỉnh Hải Dương",10933,Xã Phúc Điền,Huyện Cẩm Giàng,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,20.9512277,106.21698098447946
20,, , , , , , ,"Huyện Cẩm Giàng, tỉnh Hải Dương",10903,Xã Ngọc Liên,Huyện Cẩm Giàng,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,20.9512277,106.21698098447946
20,,,, , ,,,"Huyện Cẩm Giàng, tỉnh Hải Dương",10924,Xã Lương Điền,Huyện Cẩm Giàng,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,20.9512277,106.21698098447946
21,Khu công nghiệp Lương Điền Ngọc Liên - Hải Dương,LUONGDIENNGOCLIEN-IP-HD,150ha, , ,0 USD/m2 Giá chưa bao gồm VAT,60 (%),"Huyện Cẩm Giàng, tỉnh Hải Dương",10924,Xã Lương Điền,Huyện Cẩm Giàng,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,20.9512277,106.21698098447946
22,Khu công nghiệp Bình Hoà - An Giang,BINHHOA-IP-AG,131.75ha, ,2012,50 USD/m2 Chưa bao gồm VAT,60 (%),"Huyện Châu Thành, tỉnh An Giang",30607,Xã Bình Hòa,Huyện Châu Thành,Tỉnh An Giang,Xã,Huyện,Tỉnh,89,ĐỒNG BẰNG SÔNG CỬU LONG,10.42530055,105.25706780940934
23,Khu công nghiệp Hà Trung - Thanh Hóa,HATRUNG-IP-TH,82.1ha,2025, ,0 USD/m2 Chưa bao gồm VAT,60 (%),"huyện Hà Trung, tỉnh Thanh Hóa",15247,Xã Thành Tâm,Huyện Thạch Thành,Tỉnh Thanh Hóa,Xã,Huyện,Tỉnh,38,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,20.0551795,105.8113060040203
24,Khu công nghiệp Thịnh Long - Nam Định,THINHLONG-IP-ND,200ha, ,2020,60 USD/m2 Dự kiến,60 (%),"Huyện Hải Hậu, tỉnh Nam Định",14221,Thị trấn Thịnh Long,Huyện Hải Hậu,Tỉnh Nam Định,Thị trấn,Huyện,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,20.1228538,106.24849271859472
25,Khu Kinh tế - Thương mại đặc biệt Lao Bảo - Quảng Trị,LAOBAO - EZ - QT,15804ha, ,1998,0.5 USD/m2 Giá chưa bao gồm VAT,60 (%),"huyện Hướng Hóa, tỉnh Quảng Trị",19432,Thị trấn Lao Bảo,Huyện Hướng Hóa,Tỉnh Quảng Trị,Thị trấn,Huyện,Tỉnh,45,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,16.703847500000002,106.67767132317005
26,Khu công nghiệp Nghĩa Bình - Nam Định,NGHIABINH-IP-ND,150 ha, ,2020,60 USD/m2 Dự kiến,60 (%),"Huyện Nghĩa Hưng, tỉnh Nam Định", , ,Huyện Nghĩa Hưng,Tỉnh Nam Định,Sai,Huyện,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,20.0983056,106.17538565346366
27,Khu công nghiệp Phong Điền Viglacera,Tổng Công ty Viglacera - CTCP,284ha,2064,2014,30 USD/m2 Giá chưa bao gồm VAT,65 (%),"Huyện Phong Điền, tỉnh Thừa Thiên Huế",19846,Xã Phong Hòa,Thị xã Phong Điền,Thành phố Huế,Xã,Thị xã,Thành phố,46,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,16.585580200000003,107.3667166524013
27,, , , , , , ,"Huyện Phong Điền, tỉnh Thừa Thiên Huế",19852,Xã Phong Hiền,Thị xã Phong Điền,Thành phố Huế,Xã,Thị xã,Thành phố,46,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,16.585580200000003,107.3667166524013
27,, , , , , , ,"Huyện Phong Điền, tỉnh Thừa Thiên Huế",19852,Xã Phong Hiền,Thị xã Phong Điền,Thành phố Huế,Xã,Thị xã,Thành phố,46,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,16.585580200000003,107.3667166524013
28,Khu Công nghiệp Mường So - Lai Châu,MUONGSO - IP - SL,150ha, , ,0 USD/m2 Chưa bao gồm VAT,60 (%),"huyện Phong Thổ, tỉnh Lai Châu",03589,Xã Mường So,Huyện Phong Thổ,Tỉnh Lai Châu,Xã,Huyện,Tỉnh,12,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,22.614415700000002,103.33258751505245
29,Khu công nghiệp Quế Võ 2 IDICO Bắc Ninh,Công Ty Cổ Phần Đầu Tư Phát Triển Đô Thị Và Khu Công Nghiệp Quế Võ 2 IDICO,"269,48 ha",2057,2007,140 USD/m2 Giá chưa bao gồm VAT,65 (%),"Huyện Quế Võ, Tỉnh Bắc Ninh ",09289,Xã Ngọc Xá,Thị xã Quế Võ,Tỉnh Bắc Ninh,Xã,Thị xã,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
30,Khu Công nghiệp Tam Đường - Lai Châu,TAMĐUONG - IP - SL,200ha, , ,20 USD/m2 Chưa bao gồm VAT,60 (%),"huyện Tam Đường, tỉnh Lai Châu",03390,Thị trấn Tam Đường,Huyện Tam Đường,Tỉnh Lai Châu,Thị trấn,Huyện,Tỉnh,12,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,22.3300426,103.61065135712238
31,Khu công nghiệp Thanh Liêm,Công ty cổ phần bất động sản Capela,"292,99ha",2069,2019,78 USD/m2 Giá chưa bao gồm VAT,60 (%),"Huyện Thanh Liêm, tỉnh Hà Nam",13468,Xã Thanh Thủy,Huyện Thanh Liêm,Tỉnh Hà Nam,Xã,Huyện,Tỉnh,35,ĐỒNG BẰNG SÔNG HỒNG,20.44534775,105.92103804498532
31,, , , , , , ,"Huyện Thanh Liêm, tỉnh Hà Nam",13471,Xã Thanh Phong,Huyện Thanh Liêm,Tỉnh Hà Nam,Xã,Huyện,Tỉnh,35,ĐỒNG BẰNG SÔNG HỒNG,20.44534775,105.92103804498532
31,, , , , , , ,"Huyện Thanh Liêm, tỉnh Hà Nam",13453,Xã Thanh Hà,Huyện Thanh Liêm,Tỉnh Hà Nam,Xã,Huyện,Tỉnh,35,ĐỒNG BẰNG SÔNG HỒNG,20.44534775,105.92103804498532
32,Khu công nghiệp Thủ Thừa - tỉnh Long An,THUTHUA- IP - LONGAN,188.88ha,2069, ,100 USD/m2 Chưa bao gồm VAT,60 (%),"Huyện Thủ Thừa, thị trấn Thủ Thừa, tỉnh Long An.",28036,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Tỉnh Long An,Thị trấn,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.60467725,106.40455351478437
33,Khu công nghiệp Thuận Thành III - Phân khu A,THUANTHANH3A-IP-BN,140 ha,2057,2007,100 USD/m2 Giá chưa bao gồm VAT,60 (%),Huyện Thuận Thành,09424,Phường Gia Đông,Thị xã Thuận Thành,Tỉnh Bắc Ninh,Phường,Thị xã,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,16.20328635,107.7696575387996
34,Khu Công nghiệp Tây Bắc Hồ Xá - Quảng Trị,TAYBAC HOXA - IP - QT,339ha, ,2019,30 USD/m2 Chưa bao gồm VAT,60 (%),"Huyện Vĩnh Linh, tỉnh Quảng Trị.",19387,Xã Vĩnh Long,Huyện Vĩnh Linh,Tỉnh Quảng Trị,Xã,Huyện,Tỉnh,45,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,17.026848049999998,106.96126319109172
35,Khu công nghiệp Xuân Kiên (Giai đoạn 1) - Nam Định,XUANKIENGD1-IP-ND,100 ha, ,2020,0 USD/m2 Dự kiến,60 (%),"Huyện Xuân Trường, tỉnh Nam Định",14146,Xã Xuân Phúc,Huyện Xuân Trường,Tỉnh Nam Định,Xã,Huyện,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,20.2971812,106.3797166535588
35,, , , , , , ,"Huyện Xuân Trường, tỉnh Nam Định",14143,Xã Xuân Ninh,Huyện Xuân Trường,Tỉnh Nam Định,Xã,Huyện,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,20.2971812,106.3797166535588
36,Khu công nghiệp Thăng Long II,Công ty TNHH KCN Thăng Long II,"527,5 ha",2056,2006,140 USD/m2 Giá chưa bao gồm VAT,60 (%),"Huyện Yên Mỹ, tỉnh Hưng Yên",12067,Xã Liêu Xá,Huyện Yên Mỹ,Tỉnh Hưng Yên,Xã,Huyện,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,20.894997500000002,106.0213599668703
37,Khu công nghiệp Dệt May Phố Nối,Công ty Cổ phần Phát triển hạ tầng Dệt may Phố Nối,"121,82 ha",2053,2003,75 USD/m2 Chưa bao gồm VAT,60 (%),"Huyện Yên Mỹ, Xã Liêu Xá, Hưng Yên",12067,Xã Liêu Xá,Huyện Yên Mỹ,Tỉnh Hưng Yên,Xã,Huyện,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,20.9117428,106.06450581243408
38,Khu công nghiệp Cơ khí ô tô - Thành phố Hồ Chí Minh,COKHIOTO-IP-HCM,99.34ha, ,2014,80 USD/m2 Chưa bao gồm VAT,60 (%),Khu công nghiệp Cơ khí ô tô - Thành phố Hồ Chí Minh,27547,Xã Tân Thạnh Đông,Huyện Củ Chi,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,10.9815487,106.6039858
38,,,, , ,,,Khu công nghiệp Cơ khí ô tô - Thành phố Hồ Chí Minh,27544,Xã Hòa Phú,Huyện Củ Chi,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,10.9815487,106.6039858
39,Khu công nghiệp Mỹ Xuân B1 - Tiến Hùng - Bà Rịa Vũng Tàu,MYXUANB1TIENHUNG-IP-BRVT,200ha,2056,2006,110 USD/m2 Giá chưa bao gồm VAT,60 (%),Khu công nghiệp Mỹ Xuân B1 - Tiến Hùng - Bà Rịa Vũng Tàu,26719,Phường Mỹ Xuân,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
40,Khu công nghiệp và Khu Phi Thuế Quan Xuân Cầu,Công ty Cổ phần đầu tư Xuân Cầu - Lạch Huyện,752 ha,2071,2021,0 USD/m2 Giá chưa bao gồm VAT,60 (%),"Khu kinh tế Đình Vũ - Cát Hải, huyện Cát Hải, thành phố Hải Phòng", , ,Huyện Cát Hải,Thành phố Hải Phòng,Sai,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
41,Khu công nghiệp Nhơn Hội B,Công ty TNHH MTV Hong Yeung,"451,86 ha", ,2006,20 USD/m2 Chưa bao gồm VAT,60 (%),"Khu Kinh tế Nhơn Hội, thành phố Quy Nhơn, tỉnh Bình Định",21601,Xã Nhơn Hội,Thành phố Quy Nhơn,Tỉnh Bình Định,Xã,Thành phố,Tỉnh,52,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
42,Khu công nghiệp Dịch vụ Đầm Nhà Mạc - tỉnh Quảng Ninh,DICHVUDAMNHAMAC-IP-QN,1735.85ha,2069,2019,105 USD/m2,60 (%),"Khu vực Đầm Nhà Mạc, thị xã Quảng Yên, tỉnh Quảng Ninh",07189,Xã Tiền Phong,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Xã,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
42,, , , , , , ,"Khu vực Đầm Nhà Mạc, thị xã Quảng Yên, tỉnh Quảng Ninh",07186,Xã Liên Vị,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Xã,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
42,, , , , , , ,"Khu vực Đầm Nhà Mạc, thị xã Quảng Yên, tỉnh Quảng Ninh",07177,Phường Yên Hải,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Phường,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
42,,,, , ,,,"Khu vực Đầm Nhà Mạc, thị xã Quảng Yên, tỉnh Quảng Ninh",07183,Phường Phong Cốc,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Phường,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
43,Khu công nghiệp Thăng Long - Hà Nội,THANGLONG-IP-HN,302ha,1997,1947,100 USD/m2 Chưa bao gồm VAT,60 (%),"Kim Chung, Đại Mạch, Võng La, Hải Bối, huyện Đông Anh, thành phố Hà Nội",00514,Xã Võng La,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
43,,,, , ,,,"Kim Chung, Đại Mạch, Võng La, Hải Bối, huyện Đông Anh, thành phố Hà Nội",00493,Xã Kim Chung,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
43,, , , , , , ,"Kim Chung, Đại Mạch, Võng La, Hải Bối, huyện Đông Anh, thành phố Hà Nội",00508,Xã Hải Bối,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
43,, , , , , , ,"Kim Chung, Đại Mạch, Võng La, Hải Bối, huyện Đông Anh, thành phố Hà Nội",00499,Xã Đại Mạch,Huyện Đông Anh,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
44,Khu công nghiệp Bỉm Sơn B - Thanh Hóa,BIMSONB-IP-TH,222ha,2058,2008,"45 USD/m2 Chưa bao gồm VAT, phí quản lý, bảo hiểm, điện nước",60 (%),"Km 289 Quốc lộ 1A, thị xã Bỉm Sơn- tỉnh Thanh Hóa, Việt Nam.",14809,Phường Bắc Sơn,Thị xã Bỉm Sơn,Tỉnh Thanh Hóa,Phường,Thị xã,Tỉnh,38,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
44,, , , , , , ,"Km 289 Quốc lộ 1A, thị xã Bỉm Sơn- tỉnh Thanh Hóa, Việt Nam.",14812,Phường Ba Đình,Thị xã Bỉm Sơn,Tỉnh Thanh Hóa,Phường,Thị xã,Tỉnh,38,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
45,Khu công nghiệp Trảng Bàng - Tây Ninh,TRANGBANG-IP-TN,191 ha, ,2003,70 USD/m2,70 (%),"Km 32, xã An Tịnh, huyện Trảng Bàng, Tỉnh Tây Ninh",25732,Xã An Tịnh,Thị xã Trảng Bàng,Tỉnh Tây Ninh,Xã,Thị xã,Tỉnh,72,ĐÔNG NAM BỘ,,
